MAIN_ID,SP_TYPE,DIST(pc),Mdot,Ref,Inclination,Ref,U,A_U,B,A_B,V,A_V,R,A_R,I,A_I,J,A_J,H,A_H,K,A_K,2MASS_FLAG,W1,A_W1,W2,A_W2,IRAC_8,F9,F9_FLAG,IRAS_12,W3,A_W3,IRS_16,F18,F18_FLAG,IRS_22,W4,A_W4,WISE_FLAG,MIPS_24,IRAS_25,F25_FLAG,REF,IRAS_60,F60_FLAG,REF,F65,F65_FLAG,REF,70,REF,F90,F90_FLAG,REF,IRAS_100,F100_FLAG,Ref,F140,F140_FLAG,REF,F160,F160_FLAG,REF,350,REF,450,REF,600,REF,750,REF,800,REF,850,REF,870,REF,890,REF,1100,REF,1200,REF,1300,REF,1400,REF,2000,REF,2600,REF,2700,REF,3000,REF,3100,REF,3200,REF,3300,REF,3400,REF,3500,REF,6800,REF,7000,REF,13000,REF,36000,REF,60000,REF,MAIN_ID,MEEUS_GRP,Ref,Refs for Why Stars are Added,RA,DEC,Teff,V_correc,V_abs,BC_V,M_Bol,L(L_SUN)
HD 144668,A7IVe,208,5.62341E-07,Fairlamb et al. 2015,,,7.6599998,0.820930736,7.4099998,0.697716901,7.0500002,0.526998936,6.9200001,0.394878076,,0.252365688,5.907,0.148450404,5.22,0.092633052,4.386,0.056708054,000,2.438,0.027809709,1.104,0.017186289,null|,16.82,3,null|,0.706,0.014365546,null|,      null|,0,null|,-0.552,0.009374999,HHHH ,2.89,16.8,3,,14.2,3,,5.457,3,,5.47,,5.812,3,,3.38,3,,2.623,3,,1.5,3,,,,,,,,,,,,0.064,,,,,,,,,,0.02,"Th. Henning et al. 1994, cold dust, 1 sigma detected",,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,HD 144668,II,Acke et al. 2008,,16 08 34,-39 06 18,7800,6.523001264,-0.067315411,0,-0.067315411,83.73869034
V718 Sco,A8,145,,32,,Cauley 2014,,0.965802817,9.29,0.82084507,8.86,0.62,,0.46456338,,0.296901408,7.69,0.174647887,7.263,0.108980282,6.693,0.066715493,000,5.789,0.032717371,4.933,0.020219204,null|,4.167,3,null|,2.078,0.016900676,null|,3.815,3,null|,0.587,0.011029433,0000,null|,null|,null|,,null|,null|,,3.743,3,,,,4.539,3,,null|,null|,,null,1,,null,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V718 Sco,,,Cauley,16 13 11.59202,-22 29 06.6528,7580,8.24,2.433159989,0,2.433159989,8.370203261
Hen 3-1191,B0:[e],,,,,,,0.869222535,13.26,0.738760563,13.38,0.558,11.42,0.418107042,,0.267211268,10.086,0.157183099,8.127,0.098082254,6.304,0.060043944,000,4.146,0.029445634,2.711,0.018197284,null|,19.709999,3,null|,0.56,0.015210608,null|,14.84,3,null|,-0.655,0.00992649,HHHH ,null|,1.77E+01,3,,1.95E+01,3,,null|,null|,,,,null|,null|,,2.28E+02,1,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hen 3-1191,II,Acke et al. 2008,,16 27 15,-48 39 26,31500,12.822,#NUM!,-3.02,#NUM!,#NUM!
WLY 2-48,A0,120,,,,,,15.74258592,21,13.37977465,17.74,10.106,17.44,7.572383099,,4.839492958,10.566,2.846760563,8.815,1.776378592,7.582,1.087462535,000,5.786,0.533293146,4.715,0.329573029,7.12E+00,null,0,null,1.823,0.27548102,null,21.049999,3,null,-1.665,0.179779762,hhhh,null,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLY 2-48,,,Maaskant,16 27 37,-24 30 35,9700,7.634,2.23809377,-0.24,1.99809377,12.49575473
hd 150193,A0Ve,150,7.59E-07,"Mendigutia, Calvet, et al. 2011",38,Cauley 2014,9.6899996,2.559376175,9.3199997,2.175238341,8.79,1.642999172,8.4099998,1.231092337,,0.786788336,6.947,0.462816668,6.214,0.288797601,5.476,0.176795967,000,4.441,0.086700989,3.552,0.053580864,null|,13,3,1.76E+01,1.03,0.044786769,null|,      null|,0,null|,-0.567,0.029227983,HHHH ,null|,16,3,,8.9,3,,5.839,3,,3.05,,6.019,3,,4.3,3,,2.723,1,,2.34,3,,,,0.17,,,,,,,,0.101,,,,,,,,,,0.045,,,,,,0.0137,,,,,,,,,,,,,,,,,,0.0007,,,,0.0002,,,,hd 150193,II,Acke et al. 2008,,16 40 17,-23 53 45,9700,7.147000828,1.266544533,-0.24,1.026544533,30.57610682
ak sco,F5Ve,145,1.25893E-08,Fairlamb et al. 2015,,,9.8000002,1.01409351,9.6300001,0.861887794,9,0.651000355,9.1999998,0.487791815,,0.311746649,7.676,0.183380382,7.059,0.114429358,6.503,0.070051306,000,5.482,0.034353258,5.064,0.021230176,1.48E+00,2.032,3,2.11E+00,3.013,0.01774572,2.14E+00,2.87,3,3.79E+00,0.899,0.011580911,hh00 ,3.75E+00,3.80E+00,3,,null|,null|,,5.468,3,,,,4.944,3,,null|,null|null|,,3.565,1,,2.149,1,,,,0.24,,,,,,,,0.083,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ak sco,II,Acke et al. 2008,,16 54 44,-36 53 18,6510,8.348999645,2.542159634,-0.04,2.502159634,7.854818358
V921 Sco,B0IVe,29,,,,,12.16,7.629840964,12.28,6.48467496,11,4.897999172,,3.670050084,,2.34552073,7.235,1.379718077,5.918,0.86094408,4.52,0.527052305,0d0 ,-0.125,0.258467186,-0.968,0.159731686,null|,131.899994,3,null|,-1.622,0.133515318,null|,136.5,3,null|,-4.511,0.087132508,HHHH ,null|,288,3,,1.92E+03,3,,1089,3,,,,601.299988,3,,2.21E+03,3,,1371,3,,2182,3,,9.48,,5.41,,1.33,,0.888,,1.08,,0.689,,,,,,0.25,,,,0.425,"Th. Henning et al. 1994, cold dust",,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,V921 Sco,I,Acke et al. 2008,,16 59 06,-42 42 08,31500,6.102000828,3.790010839,-3.02,0.770010839,38.72537791
AS 220,A5,160,1.41254E-06,"Mendigutia, Calvet, et al. 2011",,,12.58,2.511087324,12.11,2.134197183,11.45,1.612,10.61,1.207864789,9.88,0.771943662,9.072,0.454084507,7.233,0.283348732,5.795,0.173460282,000,4.441,0.085065164,3.504,0.052569931,null|,9.1,3,null|,1.379,0.043941758,null|,8.276,3,null|,-0.01,0.028676526,0h0h ,null|,11.1,3,,6.7,3,,3.905,3,,4.65,,4.431,3,,3.29E+00,3,,2.396,1,,1.72,3,,,,,,,,,,0.119,,0.091,,,,,,0.036,,,,0.052,"Th. Henning et al. 1994, cold dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS 220,,,,17 10 08,-27 15 18,8080,9.838,3.817400087,-0.03,3.787400087,2.404584068
IRAS 17481-1415,A0,,,,,,,2.704247887,13.33,2.298366197,12.77,1.736,,1.300777465,,0.831323944,11.228,0.489014085,10.783,0.305144789,10.354,0.18680338,000,9.639,0.091608638,9.186,0.056613772,null|,0.4349,3,null|,4.881,0.047321893,null|,0.4037,3,null|,3.187,0.030882413,0000,null|,7.07E-01,3,,5.67E+00,3,,3.006,3,,,,10.53,1,,2.51E+01,3,,20.610001,3,,20.59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRAS 17481-1415,,,Cauley,17 50 58.096,-14 16 11.84,9700,11.034,#NUM!,-0.24,#NUM!,#NUM!
hd 163296,A1Vep,122,3.02E-08,"Mendigutia, Calvet, et al. 2011",46,Isella et al. 2007,7,0.241450336,6.9299998,0.205210954,6.8499999,0.154999763,6.8600001,0.116140668,6.6700001,0.074225239,6.195,0.043661905,5.531,0.027245029,4.779,0.016678848,000,3.737,0.00817933,2.918,0.005054793,null|,15.020001,3,1.82E+01,0.638,0.004225163,null|,      null|,0,null|,-0.764,0.002757354,hhhh ,null|,24.2,3,,30,3,,null|,null|,,18.91,,null|,null|,,32.4,3,,null|,null|,,21,3,,10.66,,8.7,,3.38,,2.65,,2.32,,1.92,,,,,,1.02,,,,0.441,,,,,,,,,,,,,,,,,,,,,,,,0.006,,0.0009,,0.00042,,0.00025,,hd 163296,II,Acke et al. 2008,,17 56 21,-21 57 21,9200,6.695000137,1.263200984,-0.15,1.113200984,28.23056737
lkh 112,B2Ve,,,,,,9.4099998,1.868827566,10.183,1.58833446,10.016,1.199699432,,0.898929716,9.6239996,0.574503954,9.085,0.337943502,8.862,0.210876745,8.562,0.129094418,000,7.513,0.063308083,6.995,0.039124142,null|,      null|, null,null|,4.593,0.032702793,null|,      null|,null,null|,0.773,0.021341943,dddd ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 112,,,,18 04 22,-24 22 09,20600,8.816300568,#NUM!,-2.06,#NUM!,#NUM!
lkh 115,B7e,,,,,,,2.612495441,12.38,2.220384913,11.949,1.677099243,,1.256643377,11.198,0.803117947,10.453,0.472422322,10.162,0.294791529,9.728,0.180465327,0c0,9.162,0.088500448,8.533,0.054692923,8.85E-02,      null|, null,2.17E-01,4.683,0.045716308,4.97E-01,      null|,null,1.20E+00,1.16,0.029834603,dDdd ,1.19E+00,1.21E+00,3,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 115,,,,18 04 50,-24 25 41,14000,10.27190076,#NUM!,-1.07,#NUM!,#NUM!
lkh 118,B1,815,,,,,11.85,5.456785915,12.07,4.637774648,11.2,3.503,10.18,2.624783099,9.47,1.677492958,8.721,0.986760563,8.248,0.615738592,7.9,0.376942535,000,7.349,0.184853146,7.09,0.114238504,null|,      null|, null,null|,6.607,0.09548882,null|,      null|,null,null|,5.475,0.062316298,hhh0 ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,-0.011,"Th. Henning et al. 1994, cold dust, 1 sigma detected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 118,,,,18 05 49,-24 15 20,26000,7.697,-1.858788044,-2.61,-4.468788044,4825.19887
lkh 119,B1Ve,,,,,,,12.43470924,13,10.56837856,10.685,7.982498699,17.299999,5.981252546,,3.822605011,9.859,2.248591183,9.454,1.403120898,9.214,0.858961832,000,8.665,0.421236082,8.384,0.260322212,null|,      null|, null,null|,7.74,0.217596169,null|,      null|,null,null|,7.993,0.14200393,hhhd ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,-0.091,"Th. Henning et al. 1994, cold dust, 1 sigma detected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 119,,,,18 05 56,-24 16 00,26000,2.702501301,#NUM!,-2.61,#NUM!,#NUM!
HD 169142,A7,145,3.98107E-08,Garcia Lopez et al. 2006,,,,0.280082817,8.411,0.23804507,8.163,0.1798,8,0.13472338,,0.086101408,7.31,0.050647887,6.911,0.031604282,6.41,0.019347493,000,5.995,0.009488038,5.593,0.005863569,null|,      null|, null,null|,2.725,0.004901196,null|,8.896,3,null|,-0.561,0.003198536,0000,null|,18.4,3,,29.6,3,,24.450001,3,,27.84,,19.99,3,,2.34E+01,3,,13.32,3,,11.91,3,,,,3.34,,,,,,0.554,,0.565,,,,,,0.287,,,,0.197,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,HD 169142,I,Acke et al. 2008,,18 24 29,-29 46 49,7800,7.9832,2.176359989,0,2.176359989,10.60366514
mwc 930,B5/9e,,,,,,,9.030256338,14.56,7.674901408,12.83,5.797,10.69,4.343667606,,2.776028169,6.652,1.632957746,5.81,1.018965634,5.262,0.623789859,000,3.908,0.305907418,3.267,0.18904956,3.57E+00,3.251,3,2.10E+00,3.014,0.158021321,1.51E+00,      null|,0,1.07E+00,2.012,0.103125201,0000,1.03E+00,1.11E+00,3,,3.82E+01,3,,null|,null|,,,,null|,null|,,3.51E+01,3,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mwc 930,,,,18 26 25,-07 13 17,15700,7.033,#NUM!,-1.35,#NUM!,#NUM!
mwc 297,B3,450,6.91831E-06,Fairlamb et al. 2015,,,15.57,10.72041127,14.34,9.111380282,12.31,6.882,11.34,5.156653521,,3.295605634,6.127,1.938591549,4.387,1.209681127,3.041,0.740541972,0d0 ,-1.163,0.363162817,-1.865,0.224433167,null|, ,0,null|,-2.022,0.187597504,null|,218.300003,3,null|,-4.721,0.122426709,HHHH ,null|,224,3,,null|,null|,,null|,null|,,,,null|,null|,,2200,2,,null|,null|,,null|,null|,,4.18,,1.45,,0.971,,0.843,,0.699,,0.57,,,,,,0.452,,,,0.237,"Th. Henning et al. 1994, cold dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mwc 297,III?,Acke & van den Ancker (2004),,18 27 39,-03 49 52,17000,5.428,-2.838062569,-1.58,-4.418062569,4604.951151
vv ser,B6,330,3.20E-08,Donehew & Brittain 2011,,,13.32,5.263625352,12.88,4.473605634,11.92,3.379,10.84,2.531870423,10.15,1.618112676,8.673,0.951830986,7.435,0.593942535,6.321,0.363599437,000,5.179,0.178309671,4.144,0.110194663,3.55E+00,4.261,3,null,2.354,0.092108685,null,3.259,3,null,0.988,0.060110411,0h00 ,null,3.9,3,,5.7,3,,null|,null|,,,,null|,null|,,26.9,3,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,0.0148,,,,,,,,0.02,,,,,,0.0018,,,,,,,,0.0007,,,,,,,,,,vv ser,II,Acke et al. 2008,,18 28 47,+00 08 39,14500,8.541,0.948430301,-1.16,-0.211569699,95.63742618
MWC 300,B1Iae,,,,,,12.55,6.422587259,12.67,5.458618466,11.6,4.122999054,,3.08934577,,1.974393913,9.309,1.161408184,8.159,0.724718707,6.208,0.443657926,000,3.506,0.217570467,-0.09,0.134457677,null|,77.559998,3,null|,-0.765,0.11238947,null|,95.940002,3,null|,-2.693,0.073345714,HHHH ,null|,1.13E+02,3,,4.11E+01,3,,33.020001,3,,,,22.469999,3,,3.32E+01,1,,10.63,3,,11.26,1,,,,,,,,,,,,,,,,,,,,,,0.054,"Th. Henning et al. 1994, cold dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWC 300,,,,18 29 25,-06 04 37,26000,7.477000946,#NUM!,-2.61,#NUM!,#NUM!
AS 310,B1e,901,,,,,13.51,6.422588732,13.52,5.458619718,12.45,4.123,11.28,3.089346479,10.62,1.974394366,8.04,1.161408451,7.27,0.724718873,6.39,0.443658028,000,7.099,0.217570516,6.332,0.134457708,null|,      null|, null,null|,0.223,0.112389496,null|,      null|,null,null|,  null ,0.073345731,HHHH ,null|,9.33E+01,3,,6.85E+02,3,,null|,null|,,,,null|,null|,,1.31E+03,1,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,0.199,"Th. Henning et al. 1994, cold dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS 310,,,,18 33 21,-04 58 04,26000,8.327,-1.446623955,-2.61,-4.056623955,3301.030841
IRAS 18454+0250,B1,,,,,,15.03,11.10673239,14.56,9.43971831,12.52,7.13,,5.342478873,,3.414366197,8.383,2.008450704,7.899,1.253273239,7.498,0.767228169,000,6.57,0.376249765,5.595,0.232520849,1.51E+00,2.775,3,null,2.735,0.194357775,null,20.73,3,null,-0.754,0.126838482,hHHh,null,2.47E+01,3,,3.60E+01,3,,null|,null|,,,,null|,null|,,3.13E+01,3,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRAS 18454+0250,,,Cauley,18 48 00.663,+02 54 17.09,26000,5.39,#NUM!,-2.61,#NUM!,#NUM!
MWC 610,B3,540,,,,,,3.138859155,9.35,2.667746479,8.89,2.015,,1.509830986,,0.964929577,7.433,0.567605634,7.233,0.354185915,7.079,0.216825352,d00,7.349,0.106331455,7.29,0.065712414,1.30E-01,0.2169,3,8.62E-02,6.843,0.054927197,6.34E-02,null,0,5.93E-02,5.211,0.035845658,0000,5.79E-02,6.09E-02,3,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MWC 610,,,Cauley,18 50 47.17562,+08 42 10.0949,17000,6.875,-1.786968799,-1.58,-3.366968799,1748.990778
ty cra,B9e,130,4.89779E-09,Garcia Lopez et al. 2006,,,,2.414507042,9.962,2.052112676,9.522,1.55,9.23,1.161408451,,0.742253521,7.486,0.436619718,6.97,0.272450704,6.673,0.166788732,000,5.662,0.081793427,4.547,0.050548011,null|, ,0,null|,-1.732,0.04225169,null|,54.09,3,null|,-2.253,0.027573583,HHHH ,null|,57,3,,497,3,,370.200012,1,,,,348.299988,1,,720,3,,337.299988,3,,255.5,1,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,ty cra,I,Baines et al. 2012,,19 01 40,-36 52 33,10700,7.972,2.402283238,-0.42,1.982283238,12.67904971
r cra,B5IIIpe,24.43,,,,,12.781,4.220559305,12.651,3.587093803,11.917,2.709400639,11.242,2.03014245,10.412,1.297459461,6.935,0.763211447,4.951,0.476243943,2.858,0.291546773,000,-0.276,0.142974944,-1.26,0.088357943,null|,88.349998,3,null|,-1.239,0.073855972,null|,      null|,0,null|,-4.016,0.048198635,HHHH ,null|,263,3,,612,3,,null|,null|,,,,null|,null|,,1210,3,,null|,null|,,null|,null|,,10.82,,6.56,,2.5,,1.05,,0.827,,0.969,,,,,,0.344,,,,0.821,"Th. Henning et al. 1994, cold dust, confused flag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r cra,II,Acke et al. 2008,,19 01 53,-36 57 07,15700,9.207599361,7.267982026,-1.35,5.917982026,0.337914781
t cra,F0,130,,,,,,4.201242254,14.02,3.570676056,12.84,2.697,11.84,2.020850704,,1.291521127,8.928,0.75971831,7.703,0.474064225,6.598,0.290212394,000,6.92,0.142320563,5.587,0.087953538,3.28E+00,4.674,3,4.81E+00,2.301,0.073517941,9.93E+00,      null|,0,2.12E+01,-1.11,0.047978035,HHHH ,2.13E+01,2.17E+01,3,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,0.219,"Th. Henning et al. 1994, cold dust, confused flag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t cra,I,Acke et al. 2008,,19 01 58,-36 57 49,7200,10.143,4.573283238,-0.01,4.563283238,1.176756768
HD 179218,A0Ve,244,5.01E-08,"Mendigutia, Calvet, et al. 2011",,,7.5500002,0.415295045,7.4759998,0.352963239,7.3899999,0.266599894,7.25,0.199762174,7.21,0.127667555,6.994,0.075098562,6.645,0.046861502,5.995,0.028687651,000,4.841,0.014068464,3.872,0.008694254,null|,14.74,3,null|,0.299,0.007267288,null|,27.879999,3,null|,-1.614,0.004742654,hhhh ,null|,4.36E+01,3,,2.99E+01,3,,19.43,3,,22.74,,16.799999,3,,1.74E+01,3,,9.263,3,,6.84,3,,,,,,,,,,,,,,,,,,,,,,0.0708,,,,,,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,,HD 179218,I,Acke et al. 2008,,19 11 11,+15 47 15,9700,7.123400006,0.186450874,-0.24,-0.053549126,82.68365197
ww vul,A2IVe,440,4.17E-07,"Mendigutia, Calvet, et al. 2011",,,11.56,1.641864789,11.14,1.39543662,10.74,1.054,10.34,0.789757746,9.59,0.504732394,9.092,0.296901408,8.181,0.185266479,7.278,0.113416338,000,6.574,0.055619531,5.907,0.034372647,9.06E-01,1.502,3,null,3.322,0.028731149,null,1.786,3,null,1.56,0.018750037,pp00 ,null,2.21E+00,3,,1.56E+00,3,,0.7577,1,,,,1.357,3,,9.59E+00,1,,0.3621,1,,null,1,,,,,,,,,,,,,,,,,,,,,,0.0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ww vul,II,Acke et al. 2008,,19 25 58,+21 12 31,8840,9.686,1.468736618,-0.1,1.368736618,22.31029706
PX Vul,F3e,420,1.91E-07,"Mendigutia, Calvet, et al. 2011",,,,1.786735211,12.57,1.51856338,11.83,1.147,,0.859442254,,0.549267606,9.324,0.323098592,8.546,0.201613521,7.91,0.123423662,000,6.811,0.060527136,6.226,0.037405528,3.70E-01,0.4332,3,4.47E-01,4.753,0.031266251,5.68E-01,0.5689,3,6.97E-01,2.743,0.020404451,0000,6.71E-01,6.88E-01,3,,4.61E+01,1,,null|,null|,,,,null|,null|,,5.06E+00,1,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PX Vul,,,Manoj,19 26 40.257,+23 53 50.85,6720,10.683,2.566753548,-0.03,2.536753548,7.608491868
IRAS 19343+2926,B1,,,,,,12.13,4.152952113,12.35,3.529633803,11.75,2.666,11.54,1.997622535,,1.276676056,9.908,0.750985915,7.929,0.468615211,6.209,0.28687662,000,4.212,0.140684695,2.491,0.086942578,null|,null,0,null|,0.535,0.072672907,null|,29.030001,3,null|,-1.822,0.047426563,hhhh,null|,5.98E+01,3,,1.18E+02,3,,null|,null|,,,,null|,null|,,6.80E+01,3,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRAS 19343+2926,,,Cauley,19 36 18.830,+29 32 50.86,26000,9.084,#NUM!,-2.61,#NUM!,#NUM!
HD 190073,A2IVe,290,0.00001,"Mendigutia, Calvet, et al. 2011",45,Cauley 2014,7.9099998,0.338031539,7.8600001,0.287296244,7.73,0.217000355,7.8000002,0.162597449,7.6500001,0.103915663,7.194,0.06112686,6.647,0.038143161,5.855,0.023350461,000,4.724,0.011451099,3.705,0.007076733,4.29E+00,5.734,3,null,1.746,0.005915246,null,4.457,3,null,0.596,0.003860308,0h00 ,null,5.53E+00,3,,1.92E+00,3,,1.255,1,,,,1.119,3,,1.00E+00,1,,1.719,1,,null,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HD 190073,II,Acke et al. 2010,,20 03 02,+05 44 16,8840,7.512999645,0.201009656,-0.1,0.101009656,71.71271052
v1685 cyg,B4,980,,,41,Cauley 2014,11.2,4.58756338,11.48,3.899014085,10.69,2.945,9.63,2.206676056,8.8,1.41028169,7.904,0.829577465,6.792,0.517656338,5.766,0.316898592,000,  null ,0.155407512,  null ,0.09604122,null|,23.77,3,null|,  null ,0.080278211,null|,24.219999,3,null|,-1.338,0.052389808,dddd ,null|,null|,null|,,null|,null|,,322.5,3,,,,222.5,3,,null|,null|,,255.800003,3,,431.899994,3,,,,,,,,,,,,,,,,,,,,,,3.31,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,v1685 cyg,I,Acke et al. 2008,,20 20 28,+41 21 51,16700,7.745,-2.211130378,-1.53,-3.741130378,2468.60811
v1686 cyg,F8,980,5.89E-06,"Mendigutia, Calvet, et al. 2011",,,16.26,4.056371831,15.42,3.447549296,14.06,2.604,12.64,1.951166197,11.58,1.246985915,9.378,0.733521127,7.691,0.457717183,6.345,0.28020507,000,  null|,0.137412958,  null|,0.084920658,null|,      null|, null,null|,  null|,0.070982839,null|,      null|,null,null|,  null|,0.04632362,null|,null|,119,3,,474,3,,null|,null|,,,,null|,null|,,880,3,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,v1686 cyg,II,Acke et al. 2008,,20 20 29,+41 21 28,6150,11.456,1.499869622,-0.07,1.429869622,21.08881376
lkh 225,A4:Ve,1400,,,,,,7.774712676,16.82,6.607828169,15.09,4.991,,3.739735211,,2.390056338,14.302,1.405915493,12.242,0.877291268,10.022,0.537059718,ccc ,1.91,0.263374836,0.304,0.162764594,null|,38.729999,3,null|,-1.691,0.136050442,null|,79.529999,3,null|,-3.159,0.088786938,HHHH ,null|,1.09E+02,3,,4.63E+02,1,,null|,null|,,85.68,,null|,null|,,7.63E+02,2,,null|,null|,,null|,null|,,,,10.2,,,,,,,,2.05,,,,,,,,,,0.69,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,lkh 225,,,,20 20 30,+41 21 26,8270,10.099,-0.631640178,-0.04,-0.671640178,146.1019698
mwc 342,B[e],,,,,,11.62,5.022172806,11.5,4.268392801,10.6,3.223998817,,2.415728691,,1.543886758,6.979,0.908168681,5.8,0.566697257,4.679,0.346920436,000,2.1,0.170130266,0.246,0.105139823,null|,46.57,3,null|,-0.241,0.087883483,null|,44.919998,3,null|,-1.817,0.057353032,HHHH ,null|,4.86E+01,3,,8.89E+00,3,,null|,null|,,,,null|,null|,,6.82E+01,1,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mwc 342,,,,20 23 03,+39 29 50,99.99,7.376001183,#NUM!,99.99,#NUM!,#NUM!
bd +41 3731,B5,980,,,,,,0.719523099,9.94,0.611529577,9.931,0.4619,9.93,0.346099718,,0.221191549,9.629,0.130112676,9.624,0.08119031,9.632,0.049703042,000,9.509,0.024374441,9.426,0.015063307,null|,      null|, null,null|,8.042,0.012591004,null|,      null|,null,null|,5.36,0.008216928,HHdh ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd +41 3731,,,,20 24 15,+42 18 01,15700,9.4691,-0.487030378,-1.35,-1.837030378,427.3779892
PV Cep,A5,500,,,,,,8.064460153,19.27,6.854061974,17.459999,5.177004257,15.98,3.879107415,14.6,2.479128799,12.453,1.458311058,9.497,0.9099861,7.291,0.557074824,000,5.344,0.273190272,3.61,0.168830494,null|,9.405,3,null|,0.785,0.141120761,null|,20.65,3,null|,-1.225,0.092095843,HHHH ,null|,3.29E+01,3,,4.89E+01,3,,51.560001,3,,,,39.209999,3,,5.79E+01,3,,43.650002,3,,46.439999,3,,0.0176,,6.55,,,,0.00141,,0.00116,,1,,,,,,0.00047,,,,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PV Cep,III?,Acke & van den Ancker (2004),,20 45 53,+67 57 38,8080,12.28299474,3.788144721,-0.03,3.758144721,2.470256846
lkh 131,Be,,,,,,,5.69823662,14.5,4.842985915,13.46,3.658,13.9,2.740923944,,1.75171831,11.153,1.030422535,10.738,0.642983662,10.382,0.393621408,000,10.48,0.193032488,10.214,0.119293305,null|,      null|, null,null|,8.896,0.099713989,null|,      null|,null,null|,7.049,0.065073656,0ddH ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 131,,,,20 46 36,+43 44 35,99.99,9.802,#NUM!,99.99,#NUM!,#NUM!
